	NC_kit1	NC_kit2
Zotu4541	0	0
Zotu3534	0	0
Zotu3630	0	0
Zotu4461	0	0
Zotu2148	0	0
Zotu4980	0	0
Zotu2433	0	0
Zotu2139	0	0
Zotu2161	0	0
Zotu1561	0	0
Zotu5586	0	0
Zotu2964	0	0
Zotu5595	0	0
Zotu4295	0	0
Zotu1840	0	0
Zotu2841	0	0
Zotu5599	0	0
Zotu3175	0	0
Zotu1530	0	0
Zotu4246	0	0
Zotu4250	0	0
Zotu892	0	0
Zotu5611	0	0
Zotu3172	0	0
Zotu3748	0	0
Zotu2865	0	0
Zotu898	0	0
Zotu3575	0	0
Zotu5653	0	0
Zotu4030	0	0
Zotu5654	0	0
Zotu764	0	0
Zotu1880	0	0
Zotu5683	0	0
Zotu828	0	0
Zotu2146	0	0
Zotu4936	0	0
Zotu1168	0	0
Zotu5347	0	0
Zotu1730	0	0
Zotu5293	0	0
Zotu1439	0	0
Zotu5061	0	0
Zotu641	0	0
Zotu1408	0	0
Zotu4790	0	0
Zotu4911	0	0
Zotu2191	0	0
Zotu4572	0	0
Zotu4784	0	0
Zotu2246	0	0
Zotu577	0	0
Zotu2830	0	0
Zotu2905	0	0
Zotu975	0	0
Zotu2283	0	0
Zotu2791	0	0
Zotu3939	0	0
Zotu1662	0	0
Zotu2186	0	0
Zotu4369	0	0
Zotu5682	0	0
Zotu3122	0	0
Zotu1762	0	0
Zotu1286	0	0
Zotu2704	0	0
Zotu6488	0	0
Zotu2007	0	0
Zotu4655	0	0
Zotu2949	0	0
Zotu4951	0	0
Zotu3479	0	0
Zotu2243	0	0
Zotu2821	0	0
Zotu3878	0	0
Zotu4654	0	0
Zotu2530	0	0
Zotu4458	0	0
Zotu2355	0	0
Zotu6109	0	0
Zotu772	0	0
Zotu4171	0	0
Zotu1449	0	0
Zotu3127	0	0
Zotu2634	0	0
Zotu3880	0	0
Zotu2846	0	0
Zotu1954	0	0
Zotu3245	0	0
Zotu2054	0	0
Zotu5418	0	0
Zotu3760	0	0
Zotu4136	0	0
Zotu2776	0	0
Zotu1941	0	0
Zotu3362	0	0
Zotu3247	0	0
Zotu2476	0	0
Zotu5650	0	0
Zotu3115	0	0
Zotu2570	0	0
Zotu1142	0	0
Zotu2578	0	0
Zotu3528	0	0
Zotu1263	0	0
Zotu3742	0	0
Zotu3082	0	0
Zotu5262	0	0
Zotu2816	0	0
Zotu2632	0	0
Zotu2546	0	0
Zotu4359	0	0
Zotu5006	0	0
Zotu5662	0	0
Zotu5147	0	0
Zotu5375	0	0
Zotu1624	0	0
Zotu1915	0	0
Zotu3652	0	0
Zotu5448	0	0
Zotu2920	0	0
Zotu2918	0	0
Zotu1788	0	0
Zotu3253	0	0
Zotu3259	0	0
Zotu3283	0	0
Zotu1576	0	0
Zotu4522	0	0
Zotu5462	0	0
Zotu4550	0	0
Zotu5463	0	0
Zotu5458	0	0
Zotu4336	0	0
Zotu5540	0	0
Zotu4564	0	0
Zotu1668	0	0
Zotu2587	0	0
Zotu5816	0	0
Zotu4103	0	0
Zotu2869	0	0
Zotu2568	0	0
Zotu1863	0	0
Zotu3984	0	0
Zotu4588	0	0
Zotu3386	0	0
Zotu4756	0	0
Zotu2300	0	0
Zotu3264	0	0
Zotu2072	0	0
Zotu2998	0	0
Zotu474	0	0
Zotu3844	0	0
Zotu918	0	0
Zotu1821	0	0
Zotu5798	0	0
Zotu5805	0	0
Zotu1742	0	0
Zotu4648	0	0
Zotu4675	0	0
Zotu2005	0	0
Zotu5734	0	0
Zotu2731	0	0
Zotu3313	0	0
Zotu3314	0	0
Zotu4448	0	0
Zotu2410	0	0
Zotu1425	0	0
Zotu4070	0	0
Zotu2418	0	0
Zotu536	0	0
Zotu2485	0	0
Zotu2672	0	0
Zotu5435	0	0
Zotu791	0	0
Zotu3511	0	0
Zotu4985	0	0
Zotu2345	0	0
Zotu2648	0	0
Zotu1617	0	0
Zotu5365	0	0
Zotu3879	0	0
Zotu1946	0	0
Zotu1427	0	0
Zotu2955	0	0
Zotu880	0	0
Zotu5374	0	0
Zotu4211	0	0
Zotu3140	0	0
Zotu2540	0	0
Zotu921	0	0
Zotu5004	0	0
Zotu3995	0	0
Zotu2772	0	0
Zotu3191	0	0
Zotu1047	0	0
Zotu2367	0	0
Zotu5581	0	0
Zotu1612	0	0
Zotu3994	0	0
Zotu3195	0	0
Zotu3187	0	0
Zotu1632	0	0
Zotu5687	0	0
Zotu1091	0	0
Zotu2494	0	0
Zotu3850	0	0
Zotu4970	0	0
Zotu1329	0	0
Zotu3007	0	0
Zotu3030	0	0
Zotu4107	0	0
Zotu2729	0	0
Zotu4973	0	0
Zotu961	0	0
Zotu1996	0	0
Zotu2885	0	0
Zotu1007	0	0
Zotu5899	0	0
Zotu2742	0	0
Zotu5863	0	0
Zotu3982	0	0
Zotu619	0	0
Zotu1563	0	0
Zotu5929	0	0
Zotu6076	0	0
Zotu1871	0	0
Zotu5034	0	0
Zotu805	0	0
Zotu796	0	0
Zotu6248	0	0
Zotu6465	0	0
Zotu5025	0	0
Zotu2342	0	0
Zotu3483	0	0
Zotu1132	0	0
Zotu1776	0	0
Zotu3061	0	0
Zotu5484	0	0
Zotu3597	0	0
Zotu4407	0	0
Zotu3490	0	0
Zotu6410	0	0
Zotu5976	0	0
Zotu3472	0	0
Zotu3440	0	0
Zotu5949	0	0
Zotu4971	0	0
Zotu4446	0	0
Zotu2045	0	0
Zotu6453	0	0
Zotu1333	0	0
Zotu4940	0	0
Zotu6458	0	0
Zotu1958	0	0
Zotu5102	0	0
Zotu1696	0	0
Zotu3924	0	0
Zotu4345	0	0
Zotu1507	0	0
Zotu3781	0	0
Zotu6486	0	0
Zotu5989	0	0
Zotu4425	0	0
Zotu4698	0	0
Zotu4714	0	0
Zotu1982	0	0
Zotu3232	0	0
Zotu4645	0	0
Zotu4687	0	0
Zotu1250	0	0
Zotu5504	0	0
Zotu3095	0	0
Zotu4385	0	0
Zotu5479	0	0
Zotu4348	0	0
Zotu6245	0	0
Zotu2643	0	0
Zotu6262	0	0
Zotu6481	0	0
Zotu4289	0	0
Zotu6216	0	0
Zotu2723	0	0
Zotu6093	0	0
Zotu3868	0	0
Zotu6036	0	0
Zotu4574	0	0
Zotu5923	0	0
Zotu4865	0	0
Zotu1325	0	0
Zotu4832	0	0
Zotu3757	0	0
Zotu4083	0	0
Zotu4215	0	0
Zotu2378	0	0
Zotu1521	0	0
Zotu1076	0	0
Zotu2769	0	0
Zotu6477	0	0
Zotu6372	0	1
Zotu3267	0	0
Zotu893	0	0
Zotu1582	0	0
Zotu2973	0	0
Zotu4909	0	0
Zotu4928	0	0
Zotu6379	0	0
Zotu125	0	0
Zotu3693	0	0
Zotu3447	0	0
Zotu1567	0	0
Zotu4277	0	0
Zotu2228	0	0
Zotu5122	0	0
Zotu3445	0	0
Zotu2204	0	0
Zotu6376	0	0
Zotu1273	0	0
Zotu3432	0	0
Zotu6503	0	0
Zotu6491	0	0
Zotu1403	0	0
Zotu6499	0	0
Zotu1728	0	0
Zotu2235	0	0
Zotu4297	0	0
Zotu3444	0	0
Zotu5060	0	0
Zotu4328	0	0
Zotu3658	0	0
Zotu1399	0	0
Zotu2908	0	0
Zotu5117	0	0
Zotu4332	0	0
Zotu6457	0	0
Zotu2655	0	0
Zotu1761	0	0
Zotu6483	0	0
Zotu622	0	0
Zotu1278	0	0
Zotu2141	0	0
Zotu4931	0	0
Zotu1717	0	0
Zotu1457	0	0
Zotu2988	0	0
Zotu1236	0	0
Zotu1311	0	0
Zotu4451	0	0
Zotu6507	0	0
Zotu4500	0	0
Zotu6430	0	0
Zotu2061	0	0
Zotu1414	0	0
Zotu3027	0	0
Zotu6016	0	0
Zotu4438	0	0
Zotu4436	0	0
Zotu6438	0	0
Zotu1145	0	0
Zotu5176	0	0
Zotu5158	0	0
Zotu5972	0	0
Zotu2311	0	0
Zotu5318	0	0
Zotu1829	0	0
Zotu5292	0	0
Zotu1804	0	0
Zotu6287	0	0
Zotu2428	0	0
Zotu5234	0	0
Zotu827	0	0
Zotu2429	0	0
Zotu5508	0	0
Zotu5505	0	0
Zotu2131	0	0
Zotu3507	0	0
Zotu3749	0	0
Zotu1798	0	0
Zotu6201	0	0
Zotu3045	0	0
Zotu3970	0	0
Zotu6134	0	0
Zotu5915	0	0
Zotu5277	0	0
Zotu2743	0	0
Zotu3185	0	0
Zotu4106	0	0
Zotu4169	0	0
Zotu3614	0	0
Zotu4128	0	0
Zotu5261	0	0
Zotu5207	0	0
Zotu3090	0	0
Zotu6412	0	0
Zotu5274	0	0
Zotu5291	0	0
Zotu845	0	0
Zotu5169	0	0
Zotu5170	0	0
Zotu6025	0	0
Zotu5163	0	0
Zotu4523	0	0
Zotu3454	0	0
Zotu4488	0	0
Zotu1556	0	0
Zotu4938	0	0
Zotu4042	0	0
Zotu4463	0	0
Zotu3678	0	0
Zotu6367	0	0
Zotu2517	0	0
Zotu1138	0	0
Zotu4315	0	0
Zotu6362	0	0
Zotu6363	0	0
Zotu4364	0	0
Zotu2611	0	0
Zotu2388	0	0
Zotu3268	0	0
Zotu4795	0	0
Zotu3683	0	0
Zotu5947	0	0
Zotu4686	0	0
Zotu2458	0	0
Zotu4016	0	0
Zotu2990	0	0
Zotu6258	0	0
Zotu2752	0	0
Zotu2185	0	0
Zotu6054	0	0
Zotu3018	0	0
Zotu4187	0	0
Zotu654	0	0
Zotu6181	0	0
Zotu6154	0	0
Zotu3767	0	0
Zotu2213	0	0
Zotu5378	0	0
Zotu4340	0	0
Zotu250	0	0
Zotu5030	0	0
Zotu4497	0	0
Zotu3495	0	0
Zotu2496	0	0
Zotu5049	0	0
Zotu3923	0	0
Zotu4729	0	0
Zotu1926	0	0
Zotu3260	0	0
Zotu5752	0	0
Zotu5781	0	0
Zotu1087	0	0
Zotu541	0	0
Zotu3681	0	4
Zotu3543	0	0
Zotu5776	0	0
Zotu4661	0	0
Zotu4754	0	0
Zotu1738	0	0
Zotu5593	0	0
Zotu690	0	0
Zotu2167	0	0
Zotu2825	0	0
Zotu1141	0	0
Zotu4163	0	0
Zotu1792	0	0
Zotu2569	0	0
Zotu2096	0	0
Zotu2901	0	0
Zotu2559	0	0
Zotu4896	0	0
Zotu3828	0	0
Zotu5451	0	0
Zotu905	0	0
Zotu2147	0	0
Zotu1621	0	0
Zotu5399	0	0
Zotu757	0	0
Zotu1693	0	0
Zotu3996	0	0
Zotu4825	0	0
Zotu3607	0	0
Zotu4779	0	0
Zotu3840	0	0
Zotu4325	0	0
Zotu5794	0	0
Zotu4413	0	0
Zotu2557	0	0
Zotu5186	0	0
Zotu2956	0	0
Zotu5802	0	0
Zotu2511	0	0
Zotu2766	0	0
Zotu1625	0	0
Zotu5471	0	0
Zotu5312	0	0
Zotu4534	0	0
Zotu4449	0	0
Zotu1259	0	0
Zotu3593	0	0
Zotu3504	0	0
Zotu4989	0	0
Zotu668	0	0
Zotu5369	0	0
Zotu5247	0	0
Zotu5380	0	0
Zotu1528	0	0
Zotu5245	0	0
Zotu1550	0	0
Zotu2554	0	0
Zotu3798	0	0
Zotu5031	0	0
Zotu4139	0	0
Zotu3173	0	0
Zotu838	0	0
Zotu4051	0	0
Zotu5143	0	0
Zotu5129	0	0
Zotu5580	0	0
Zotu1490	0	0
Zotu1891	0	0
Zotu5633	0	0
Zotu1580	0	0
Zotu5737	0	0
Zotu4143	0	0
Zotu5159	0	0
Zotu695	0	0
Zotu5689	0	0
Zotu5663	0	0
Zotu3997	0	0
Zotu5803	0	0
Zotu2978	0	0
Zotu1869	0	0
Zotu5106	0	0
Zotu3087	0	0
Zotu6355	0	0
Zotu5703	0	0
Zotu5676	0	0
Zotu5667	0	0
Zotu5674	0	0
Zotu2573	0	0
Zotu6183	0	0
Zotu6188	0	0
Zotu5901	0	0
Zotu5171	0	0
Zotu5883	0	0
Zotu1714	0	0
Zotu5919	0	0
Zotu2549	0	0
Zotu5146	0	0
Zotu3152	0	0
Zotu5268	0	0
Zotu3871	0	0
Zotu3084	0	0
Zotu3513	0	0
Zotu1666	0	0
Zotu1152	0	0
Zotu1343	0	0
Zotu4093	0	0
Zotu5973	0	0
Zotu3484	0	0
Zotu5177	0	0
Zotu3439	0	0
Zotu5968	0	0
Zotu2062	0	0
Zotu1769	0	0
Zotu1466	0	0
Zotu5050	0	0
Zotu6446	0	0
Zotu5111	0	0
Zotu3450	0	0
Zotu2324	0	0
Zotu3962	0	0
Zotu4772	0	0
Zotu4858	0	0
Zotu4402	0	0
Zotu4813	0	0
Zotu4545	0	0
Zotu4780	0	0
Zotu4781	0	0
Zotu2521	0	0
Zotu2334	0	0
Zotu2244	0	0
Zotu6017	0	0
Zotu4434	0	0
Zotu3319	0	0
Zotu4482	0	0
Zotu4716	0	0
Zotu2815	0	0
Zotu5918	0	0
Zotu2806	0	0
Zotu1316	0	0
Zotu1722	0	0
Zotu6357	0	0
Zotu3250	0	0
Zotu3279	0	0
Zotu5503	0	0
Zotu4567	0	0
Zotu1107	0	0
Zotu4818	0	0
Zotu6200	0	0
Zotu4906	0	0
Zotu6049	0	0
Zotu3599	0	0
Zotu3925	0	0
Zotu6108	0	0
Zotu6092	0	0
Zotu4587	0	0
Zotu3941	0	0
Zotu5933	0	0
Zotu1200	0	0
Zotu3335	0	0
Zotu4028	0	0
Zotu3934	0	0
Zotu4196	0	0
Zotu6005	0	0
Zotu4133	0	0
Zotu3867	0	0
Zotu4819	0	0
Zotu4913	0	0
Zotu6137	0	0
Zotu6130	0	0
Zotu1323	0	0
Zotu3549	0	0
Zotu3458	0	0
Zotu6059	0	0
Zotu6184	0	0
Zotu5880	0	0
Zotu4639	0	0
Zotu2577	0	0
Zotu3405	0	0
Zotu5928	0	0
Zotu5874	0	0
Zotu5934	0	0
Zotu4663	0	0
Zotu6040	0	0
Zotu5635	0	0
Zotu6192	0	0
Zotu4361	0	0
Zotu1405	0	0
Zotu4670	0	0
Zotu6468	0	0
Zotu4625	0	0
Zotu6298	0	0
Zotu2401	0	0
Zotu3225	0	0
Zotu6328	0	0
Zotu4445	0	0
Zotu3293	0	0
Zotu3308	0	0
Zotu6432	0	0
Zotu4728	0	0
Zotu2733	0	0
Zotu5995	0	0
Zotu4759	0	0
Zotu4515	0	0
Zotu1875	0	0
Zotu4824	0	0
Zotu6390	0	0
Zotu6394	0	0
Zotu2653	0	0
Zotu2614	0	0
Zotu3446	0	0
Zotu6378	0	0
Zotu4305	0	0
Zotu5087	0	0
Zotu5064	0	0
Zotu6451	0	0
Zotu1910	0	0
Zotu4933	0	0
Zotu5104	0	0
Zotu4972	0	0
Zotu3663	0	0
Zotu2431	0	0
Zotu3437	0	0
Zotu3020	0	0
Zotu6348	0	0
Zotu2881	0	0
Zotu3475	0	0
Zotu6163	0	0
Zotu3586	0	0
Zotu3613	0	0
Zotu6345	0	0
Zotu5487	0	0
Zotu4922	0	0
Zotu6276	0	0
Zotu3129	0	0
Zotu1773	0	0
Zotu6206	0	0
Zotu6138	0	0
Zotu2471	0	0
Zotu6006	0	0
Zotu6155	0	0
Zotu3554	0	0
Zotu6419	0	0
Zotu6070	0	0
Zotu6160	0	0
Zotu2805	0	0
Zotu4223	0	0
Zotu3194	0	0
Zotu2508	0	0
Zotu3190	0	0
Zotu5920	0	0
Zotu5873	0	0
Zotu6080	0	0
Zotu6052	0	0
Zotu3732	0	0
Zotu3918	0	0
Zotu5244	0	0
Zotu2868	0	0
Zotu3744	0	0
Zotu3506	0	0
Zotu3647	0	0
Zotu5194	0	0
Zotu3588	0	0
Zotu2301	0	0
Zotu6442	0	0
Zotu4537	0	0
Zotu6423	0	0
Zotu5316	0	0
Zotu4422	0	0
Zotu4544	0	0
Zotu5946	0	0
Zotu5985	0	0
Zotu2854	0	0
Zotu6504	0	0
Zotu5123	0	0
Zotu4286	0	0
Zotu6380	0	0
Zotu6395	0	0
Zotu3452	0	0
Zotu6365	0	0
Zotu1005	0	0
Zotu6513	0	0
Zotu2434	0	0
Zotu5959	0	0
Zotu3304	0	0
Zotu1276	0	0
Zotu6022	0	0
Zotu4468	0	0
Zotu2459	0	0
Zotu4725	0	0
Zotu6230	0	0
Zotu1475	0	0
Zotu4560	0	0
Zotu5932	0	0
Zotu5896	0	0
Zotu2450	0	0
Zotu5907	0	0
Zotu4700	0	0
Zotu3389	0	0
Zotu199	0	0
Zotu2332	0	0
Zotu3365	0	0
Zotu1072	0	0
Zotu6325	0	0
Zotu6334	0	0
Zotu1799	0	0
Zotu4294	0	0
Zotu6469	0	0
Zotu4643	0	0
Zotu2051	0	0
Zotu4307	0	0
Zotu6259	0	0
Zotu4600	0	0
Zotu4312	0	0
Zotu4618	0	0
Zotu3784	0	0
Zotu3292	0	0
Zotu4561	0	0
Zotu4593	0	0
Zotu4428	0	0
Zotu3853	0	0
Zotu2230	0	0
Zotu6434	0	0
Zotu1585	0	0
Zotu2952	0	0
Zotu6441	0	0
Zotu6404	0	0
Zotu2009	0	0
Zotu4525	0	0
Zotu6024	0	0
Zotu4529	0	0
Zotu4817	0	0
Zotu6521	0	0
Zotu3774	0	0
Zotu6387	0	0
Zotu6393	0	0
Zotu1153	0	0
Zotu6429	0	0
Zotu6456	0	0
Zotu1977	0	0
Zotu5956	0	0
Zotu588	0	0
Zotu3003	0	0
Zotu5501	0	0
Zotu1520	0	0
Zotu5303	0	0
Zotu6234	0	0
Zotu1679	0	0
Zotu1428	0	0
Zotu2305	0	0
Zotu6202	0	0
Zotu3141	0	0
Zotu6229	0	0
Zotu2261	0	0
Zotu2000	0	0
Zotu6231	0	0
Zotu1062	0	0
Zotu3025	0	0
Zotu5267	0	0
Zotu1282	0	0
Zotu6199	0	0
Zotu6083	0	0
Zotu2602	0	0
Zotu3801	0	0
Zotu3797	0	0
Zotu6104	0	0
Zotu5302	0	0
Zotu2071	0	0
Zotu4236	0	0
Zotu6106	0	0
Zotu3171	0	0
Zotu3803	0	0
Zotu1517	0	0
Zotu4157	0	0
Zotu6087	0	0
Zotu6045	0	0
Zotu4121	0	0
Zotu5013	0	0
Zotu6094	0	0
Zotu5011	0	0
Zotu3817	0	0
Zotu1016	0	0
Zotu2914	0	0
Zotu6030	0	0
Zotu2551	0	0
Zotu3821	0	0
Zotu5007	0	0
Zotu6050	0	0
Zotu2642	0	0
Zotu3812	0	0
Zotu1538	0	0
Zotu1975	0	0
Zotu3168	0	0
Zotu2739	0	0
Zotu4095	0	0
Zotu1595	0	0
Zotu1725	0	0
Zotu6086	0	0
Zotu2524	0	0
Zotu3815	0	0
Zotu1856	0	0
Zotu5942	0	0
Zotu5937	0	0
Zotu5155	0	0
Zotu1611	0	0
Zotu1938	0	0
Zotu5875	0	0
Zotu5199	0	0
Zotu2130	0	0
Zotu5139	0	0
Zotu5931	0	0
Zotu2843	0	0
Zotu6136	0	0
Zotu4035	0	0
Zotu5273	0	0
Zotu4202	0	0
Zotu2163	0	0
Zotu3461	0	0
Zotu5313	0	0
Zotu747	0	0
Zotu2100	0	0
Zotu5175	0	0
Zotu5865	0	0
Zotu2820	0	0
Zotu5897	0	0
Zotu1090	0	0
Zotu5548	0	0
Zotu1890	0	0
Zotu6168	0	0
Zotu2254	0	0
Zotu6180	0	0
Zotu1446	0	0
Zotu5048	0	0
Zotu1036	0	0
Zotu4033	0	0
Zotu1292	0	0
Zotu6063	0	0
Zotu6161	0	0
Zotu4963	0	0
Zotu3068	0	0
Zotu2764	0	0
Zotu6146	0	0
Zotu3197	0	0
Zotu6129	0	0
Zotu2859	0	0
Zotu6148	0	0
Zotu2435	0	0
Zotu6139	0	0
Zotu4158	0	0
Zotu4241	0	0
Zotu5093	0	0
Zotu6173	0	0
Zotu5099	0	0
Zotu6125	0	0
Zotu6123	0	0
Zotu6126	0	0
Zotu5124	0	0
Zotu3838	0	0
Zotu5086	0	0
Zotu5702	0	0
Zotu4242	0	0
Zotu4160	0	0
Zotu5679	0	0
Zotu3763	0	0
Zotu5591	0	0
Zotu4955	0	0
Zotu3848	0	0
Zotu2280	0	0
Zotu4932	0	0
Zotu5685	0	0
Zotu4188	0	0
Zotu4966	0	0
Zotu1641	0	0
Zotu4036	0	0
Zotu5073	0	0
Zotu2886	0	0
Zotu2489	0	0
Zotu5664	0	0
Zotu3216	0	0
Zotu5044	0	0
Zotu5069	0	0
Zotu5688	0	0
Zotu5686	0	0
Zotu1293	0	0
Zotu3787	0	0
Zotu5289	0	0
Zotu4185	0	0
Zotu5172	0	0
Zotu4097	0	0
Zotu960	0	0
Zotu5211	0	0
Zotu5213	0	0
Zotu5623	0	0
Zotu3768	0	0
Zotu1994	0	0
Zotu5608	0	0
Zotu5607	0	0
Zotu4979	0	0
Zotu4101	0	0
Zotu5589	0	0
Zotu2779	0	0
Zotu5575	0	0
Zotu5572	0	0
Zotu5216	0	0
Zotu4255	0	0
Zotu5328	0	0
Zotu5269	0	0
Zotu2351	0	0
Zotu4323	0	0
Zotu5377	0	0
Zotu4948	0	0
Zotu5535	0	0
Zotu5359	0	0
Zotu5371	0	0
Zotu5000	0	0
Zotu5366	0	0
Zotu5352	0	0
Zotu4324	0	0
Zotu5354	0	0
Zotu4976	0	0
Zotu5429	0	0
Zotu803	0	0
Zotu5447	0	0
Zotu1470	0	0
Zotu3360	0	0
Zotu5320	0	0
Zotu4478	0	0
Zotu5311	0	0
Zotu5113	0	0
Zotu5519	0	0
Zotu3921	0	0
Zotu3311	0	0
Zotu5855	0	0
Zotu1590	0	0
Zotu4040	0	0
Zotu3819	0	0
Zotu1489	0	0
Zotu4571	0	0
Zotu4783	0	0
Zotu2595	0	0
Zotu4602	0	0
Zotu3063	0	0
Zotu5774	0	0
Zotu3780	0	0
Zotu5772	0	0
Zotu2052	0	0
Zotu1257	0	0
Zotu197	0	0
Zotu2383	0	0
Zotu2534	0	0
Zotu1601	0	0
Zotu3351	0	0
Zotu2020	0	0
Zotu5747	0	0
Zotu1509	0	0
Zotu2663	0	0
Zotu3595	0	0
Zotu5746	0	0
Zotu4595	0	0
Zotu3412	0	0
Zotu4616	0	0
Zotu3773	0	0
Zotu2677	0	0
Zotu4005	0	0
Zotu1791	0	0
Zotu1629	0	0
Zotu4632	0	0
Zotu1013	0	0
Zotu1944	0	0
Zotu1832	0	0
Zotu1462	0	0
Zotu5758	0	0
Zotu3881	0	0
Zotu5753	0	0
Zotu3106	0	0
Zotu1959	0	0
Zotu4080	0	0
Zotu1985	0	0
Zotu4665	0	0
Zotu1363	0	0
Zotu5749	0	0
Zotu4649	0	0
Zotu5750	0	0
Zotu3901	0	0
Zotu3380	0	0
Zotu3110	0	0
Zotu5741	0	0
Zotu4144	0	0
Zotu4118	0	0
Zotu3596	0	0
Zotu2245	0	0
Zotu662	0	0
Zotu5757	0	0
Zotu3060	0	0
Zotu2385	0	0
Zotu2081	0	0
Zotu1925	0	0
Zotu2714	0	0
Zotu4708	0	0
Zotu2664	0	0
Zotu3381	0	0
Zotu1354	0	0
Zotu2407	0	0
Zotu1268	0	0
Zotu2637	0	0
Zotu2646	0	0
Zotu5719	0	0
Zotu2404	0	0
Zotu1270	0	0
Zotu4243	0	0
Zotu5721	0	0
Zotu3350	0	0
Zotu2149	0	0
Zotu5715	0	0
Zotu2842	0	0
Zotu1694	0	0
Zotu4165	0	0
Zotu919	0	0
Zotu2346	0	0
Zotu1741	0	0
Zotu2607	0	0
Zotu4822	0	0
Zotu5713	0	0
Zotu2895	0	0
Zotu3408	0	0
Zotu5709	0	0
Zotu5705	0	0
Zotu2067	0	0
Zotu3123	0	0
Zotu3064	0	0
Zotu4753	0	0
Zotu4019	0	0
Zotu3343	0	0
Zotu4873	0	0
Zotu4204	0	0
Zotu964	0	0
Zotu5762	0	0
Zotu4798	0	0
Zotu3823	0	0
Zotu4797	0	0
Zotu1861	0	0
Zotu1238	0	0
Zotu1620	0	0
Zotu2866	0	0
Zotu3418	0	0
Zotu1345	0	0
Zotu5395	0	0
Zotu2473	0	0
Zotu2165	0	0
Zotu3785	0	0
Zotu2137	0	0
Zotu4914	0	0
Zotu4089	0	0
Zotu4862	0	0
Zotu4843	0	0
Zotu4839	0	0
Zotu5398	0	0
Zotu3356	0	0
Zotu4934	0	0
Zotu1822	0	0
Zotu1073	0	0
Zotu1543	0	0
Zotu5385	0	0
Zotu2153	0	0
Zotu5386	0	0
Zotu5401	0	0
Zotu3420	0	0
Zotu4927	0	0
Zotu5445	0	0
Zotu3762	0	0
Zotu3016	0	0
Zotu2616	0	0
Zotu4137	0	0
Zotu3837	0	0
Zotu5442	0	0
Zotu3598	0	0
Zotu705	0	0
Zotu2438	0	0
Zotu3688	0	0
Zotu4208	0	0
Zotu2688	0	0
Zotu3672	0	0
Zotu1204	0	0
Zotu3394	0	0
Zotu5440	0	0
Zotu5381	0	0
Zotu5402	0	0
Zotu3023	0	0
Zotu3005	0	0
Zotu443	0	0
Zotu3413	0	0
Zotu698	0	0
Zotu4835	0	0
Zotu755	0	0
Zotu5409	0	0
Zotu4764	0	0
Zotu2965	0	0
Zotu544	0	0
Zotu2514	0	0
Zotu5413	0	0
Zotu1356	0	0
Zotu2285	0	0
Zotu924	0	0
Zotu1942	0	0
Zotu4181	0	0
Zotu3625	0	0
Zotu2133	0	0
Zotu3074	0	0
Zotu5787	0	0
Zotu4119	0	0
Zotu3564	0	0
Zotu5846	0	0
Zotu5837	0	0
Zotu5847	0	0
Zotu3524	0	0
Zotu4077	0	0
Zotu2016	0	0
Zotu4688	0	0
Zotu2890	0	0
Zotu5797	0	0
Zotu1171	0	0
Zotu2671	0	0
Zotu4626	0	0
Zotu963	0	0
Zotu3998	0	0
Zotu2966	0	0
Zotu4590	0	0
Zotu3334	0	0
Zotu2279	0	0
Zotu5817	0	0
Zotu5814	0	0
Zotu5809	0	0
Zotu888	0	0
Zotu5800	0	0
Zotu4582	0	0
Zotu3990	0	0
Zotu5723	0	0
Zotu4113	0	0
Zotu5829	0	0
Zotu5778	0	0
Zotu5827	0	0
Zotu5732	0	0
Zotu5736	0	0
Zotu5725	0	0
Zotu1656	0	0
Zotu5823	0	0
Zotu4283	0	0
Zotu855	0	0
Zotu5856	0	0
Zotu5824	0	0
Zotu3271	0	0
Zotu5822	0	0
Zotu3570	0	0
Zotu5560	0	0
Zotu4641	0	0
Zotu4308	0	0
Zotu4631	0	0
Zotu5524	0	0
Zotu714	0	0
Zotu4584	0	0
Zotu3041	0	0
Zotu4464	0	0
Zotu5541	0	0
Zotu2108	0	0
Zotu5537	0	0
Zotu3612	0	0
Zotu4622	0	0
Zotu5543	0	0
Zotu1735	0	0
Zotu5525	0	0
Zotu5518	0	0
Zotu5192	0	0
Zotu3289	0	0
Zotu5516	0	0
Zotu4701	0	0
Zotu3527	0	0
Zotu5457	0	0
Zotu2255	0	0
Zotu3537	0	0
Zotu4421	0	0
Zotu2991	0	0
Zotu5464	0	0
Zotu5452	0	0
Zotu5476	0	0
Zotu4749	0	0
Zotu3265	0	0
Zotu66	0	0
Zotu2609	0	0
Zotu4339	0	0
Zotu1708	0	0
Zotu5360	0	0
Zotu5079	0	0
Zotu5167	0	0
Zotu5361	0	0
Zotu4502	0	0
Zotu409	0	0
Zotu5032	0	0
Zotu5630	0	0
Zotu5604	0	0
Zotu5605	0	0
Zotu1219	0	0
Zotu5282	0	0
Zotu5641	0	0
Zotu4962	0	0
Zotu3670	0	0
Zotu2705	0	0
Zotu1053	0	0
Zotu1772	0	0
Zotu4212	0	0
Zotu5704	0	0
Zotu5694	0	0
Zotu3182	0	0
Zotu2374	0	0
Zotu775	0	0
Zotu2931	0	0
Zotu3747	0	0
Zotu2307	0	0
Zotu5232	0	0
Zotu2639	0	0
Zotu708	0	0
Zotu5577	0	0
Zotu5574	0	0
Zotu4540	0	0
Zotu3624	0	0
Zotu3438	0	0
